ProductID,SupplierID,WarehouseID,SnapshotDate,StockLevel,ReorderPoint,ProductName,Category,SupplierName,Region,AvgLeadTimeDays,StockRisk
16,1,1,2024-06-30,135,96,Product_16,Groceries,AlphaSupplies,North,18,0
16,1,1,2024-07-31,75,140,Product_16,Groceries,AlphaSupplies,North,18,1
16,1,1,2024-08-31,301,117,Product_16,Groceries,AlphaSupplies,North,18,0
16,1,1,2024-10-31,303,118,Product_16,Groceries,AlphaSupplies,North,18,0
16,1,1,2024-12-31,449,113,Product_16,Groceries,AlphaSupplies,North,18,0
16,1,2,2024-01-31,160,90,Product_16,Groceries,AlphaSupplies,North,18,0
16,1,2,2024-02-29,175,62,Product_16,Groceries,AlphaSupplies,North,18,0
16,1,2,2024-03-31,244,126,Product_16,Groceries,AlphaSupplies,North,18,0
16,1,2,2024-08-31,364,124,Product_16,Groceries,AlphaSupplies,North,18,0
16,1,2,2024-09-30,343,103,Product_16,Groceries,AlphaSupplies,North,18,0
16,1,2,2024-10-31,212,64,Product_16,Groceries,AlphaSupplies,North,18,0
16,1,3,2024-01-31,472,82,Product_16,Groceries,AlphaSupplies,North,18,0
16,1,3,2024-05-31,449,95,Product_16,Groceries,AlphaSupplies,North,18,0
16,1,3,2024-09-30,220,75,Product_16,Groceries,AlphaSupplies,North,18,0
17,1,1,2024-05-31,123,64,Product_17,Home,AlphaSupplies,North,18,0
17,1,2,2024-03-31,131,139,Product_17,Home,AlphaSupplies,North,18,1
17,1,2,2024-06-30,158,120,Product_17,Home,AlphaSupplies,North,18,0
17,1,2,2024-09-30,451,56,Product_17,Home,AlphaSupplies,North,18,0
17,1,2,2024-12-31,213,141,Product_17,Home,AlphaSupplies,North,18,0
17,1,3,2024-02-29,471,91,Product_17,Home,AlphaSupplies,North,18,0
17,1,3,2024-07-31,163,123,Product_17,Home,AlphaSupplies,North,18,0
17,1,3,2024-08-31,438,118,Product_17,Home,AlphaSupplies,North,18,0
17,1,3,2024-09-30,482,147,Product_17,Home,AlphaSupplies,North,18,0
17,1,3,2024-10-31,118,70,Product_17,Home,AlphaSupplies,North,18,0
18,1,1,2024-06-30,373,88,Product_18,Toys,AlphaSupplies,North,18,0
18,1,1,2024-12-31,72,57,Product_18,Toys,AlphaSupplies,North,18,0
18,1,2,2024-01-31,378,119,Product_18,Toys,AlphaSupplies,North,18,0
18,1,3,2024-02-29,332,142,Product_18,Toys,AlphaSupplies,North,18,0
18,1,3,2024-04-30,445,79,Product_18,Toys,AlphaSupplies,North,18,0
18,1,3,2024-11-30,359,114,Product_18,Toys,AlphaSupplies,North,18,0
19,1,1,2024-02-29,455,81,Product_19,Electronics,AlphaSupplies,North,18,0
19,1,1,2024-06-30,236,115,Product_19,Electronics,AlphaSupplies,North,18,0
19,1,1,2024-08-31,248,122,Product_19,Electronics,AlphaSupplies,North,18,0
19,1,2,2024-01-31,100,61,Product_19,Electronics,AlphaSupplies,North,18,0
19,1,2,2024-10-31,255,59,Product_19,Electronics,AlphaSupplies,North,18,0
19,1,3,2024-01-31,94,63,Product_19,Electronics,AlphaSupplies,North,18,0
19,1,3,2024-04-30,424,55,Product_19,Electronics,AlphaSupplies,North,18,0
19,1,3,2024-06-30,481,117,Product_19,Electronics,AlphaSupplies,North,18,0
20,1,1,2024-05-31,252,80,Product_20,Home,AlphaSupplies,North,18,0
20,1,1,2024-06-30,470,132,Product_20,Home,AlphaSupplies,North,18,0
20,1,1,2024-07-31,98,70,Product_20,Home,AlphaSupplies,North,18,0
20,1,1,2024-11-30,102,89,Product_20,Home,AlphaSupplies,North,18,0
20,1,3,2024-02-29,464,148,Product_20,Home,AlphaSupplies,North,18,0
20,1,3,2024-10-31,112,113,Product_20,Home,AlphaSupplies,North,18,1
20,1,3,2024-11-30,119,58,Product_20,Home,AlphaSupplies,North,18,0
21,1,1,2024-01-31,47,78,Product_21,Groceries,AlphaSupplies,North,18,1
21,1,1,2024-05-31,213,121,Product_21,Groceries,AlphaSupplies,North,18,0
21,1,1,2024-10-31,7,126,Product_21,Groceries,AlphaSupplies,North,18,1
21,1,1,2024-11-30,86,92,Product_21,Groceries,AlphaSupplies,North,18,1
21,1,2,2024-09-30,336,144,Product_21,Groceries,AlphaSupplies,North,18,0
21,1,2,2024-12-31,381,117,Product_21,Groceries,AlphaSupplies,North,18,0
21,1,3,2024-09-30,182,122,Product_21,Groceries,AlphaSupplies,North,18,0
22,1,1,2024-03-31,121,81,Product_22,Toys,AlphaSupplies,North,18,0
22,1,2,2024-03-31,420,110,Product_22,Toys,AlphaSupplies,North,18,0
22,1,2,2024-08-31,185,65,Product_22,Toys,AlphaSupplies,North,18,0
22,1,3,2024-02-29,410,115,Product_22,Toys,AlphaSupplies,North,18,0
22,1,3,2024-03-31,111,62,Product_22,Toys,AlphaSupplies,North,18,0
22,1,3,2024-06-30,208,127,Product_22,Toys,AlphaSupplies,North,18,0
22,1,3,2024-07-31,417,102,Product_22,Toys,AlphaSupplies,North,18,0
23,1,2,2024-04-30,227,143,Product_23,Home,AlphaSupplies,North,18,0
23,1,2,2024-07-31,302,124,Product_23,Home,AlphaSupplies,North,18,0
23,1,2,2024-08-31,117,94,Product_23,Home,AlphaSupplies,North,18,0
23,1,3,2024-01-31,399,118,Product_23,Home,AlphaSupplies,North,18,0
24,1,1,2024-02-29,418,50,Product_24,Electronics,AlphaSupplies,North,18,0
24,1,1,2024-03-31,99,119,Product_24,Electronics,AlphaSupplies,North,18,1
24,1,1,2024-05-31,363,109,Product_24,Electronics,AlphaSupplies,North,18,0
24,1,1,2024-06-30,30,133,Product_24,Electronics,AlphaSupplies,North,18,1
24,1,2,2024-03-31,195,99,Product_24,Electronics,AlphaSupplies,North,18,0
24,1,2,2024-08-31,375,63,Product_24,Electronics,AlphaSupplies,North,18,0
24,1,3,2024-02-29,383,61,Product_24,Electronics,AlphaSupplies,North,18,0
24,1,3,2024-03-31,444,90,Product_24,Electronics,AlphaSupplies,North,18,0
24,1,3,2024-05-31,326,135,Product_24,Electronics,AlphaSupplies,North,18,0
24,1,3,2024-08-31,441,92,Product_24,Electronics,AlphaSupplies,North,18,0
24,1,3,2024-09-30,422,135,Product_24,Electronics,AlphaSupplies,North,18,0
24,1,3,2024-12-31,4,51,Product_24,Electronics,AlphaSupplies,North,18,1
25,1,1,2024-06-30,191,112,Product_25,Electronics,AlphaSupplies,North,18,0
25,1,2,2024-01-31,283,75,Product_25,Electronics,AlphaSupplies,North,18,0
25,1,2,2024-02-29,446,115,Product_25,Electronics,AlphaSupplies,North,18,0
25,1,2,2024-11-30,484,134,Product_25,Electronics,AlphaSupplies,North,18,0
25,1,3,2024-05-31,113,89,Product_25,Electronics,AlphaSupplies,North,18,0
25,1,3,2024-10-31,394,95,Product_25,Electronics,AlphaSupplies,North,18,0
26,1,1,2024-03-31,24,52,Product_26,Clothing,AlphaSupplies,North,18,1
26,1,1,2024-09-30,59,93,Product_26,Clothing,AlphaSupplies,North,18,1
26,1,2,2024-03-31,247,139,Product_26,Clothing,AlphaSupplies,North,18,0
26,1,2,2024-07-31,74,106,Product_26,Clothing,AlphaSupplies,North,18,1
26,1,2,2024-12-31,46,88,Product_26,Clothing,AlphaSupplies,North,18,1
26,1,3,2024-02-29,3,107,Product_26,Clothing,AlphaSupplies,North,18,1
26,1,3,2024-07-31,400,88,Product_26,Clothing,AlphaSupplies,North,18,0
27,1,1,2024-03-31,101,136,Product_27,Clothing,AlphaSupplies,North,18,1
27,1,1,2024-05-31,425,68,Product_27,Clothing,AlphaSupplies,North,18,0
27,1,1,2024-07-31,326,127,Product_27,Clothing,AlphaSupplies,North,18,0
27,1,1,2024-10-31,316,85,Product_27,Clothing,AlphaSupplies,North,18,0
27,1,1,2024-11-30,285,58,Product_27,Clothing,AlphaSupplies,North,18,0
27,1,1,2024-12-31,375,101,Product_27,Clothing,AlphaSupplies,North,18,0
27,1,2,2024-02-29,226,108,Product_27,Clothing,AlphaSupplies,North,18,0
27,1,2,2024-04-30,263,51,Product_27,Clothing,AlphaSupplies,North,18,0
27,1,2,2024-05-31,124,135,Product_27,Clothing,AlphaSupplies,North,18,1
27,1,2,2024-11-30,450,93,Product_27,Clothing,AlphaSupplies,North,18,0
27,1,2,2024-12-31,200,110,Product_27,Clothing,AlphaSupplies,North,18,0
27,1,3,2024-01-31,323,84,Product_27,Clothing,AlphaSupplies,North,18,0
27,1,3,2024-02-29,481,137,Product_27,Clothing,AlphaSupplies,North,18,0
27,1,3,2024-04-30,437,125,Product_27,Clothing,AlphaSupplies,North,18,0
28,1,1,2024-01-31,346,104,Product_28,Groceries,AlphaSupplies,North,18,0
28,1,1,2024-02-29,256,121,Product_28,Groceries,AlphaSupplies,North,18,0
28,1,1,2024-06-30,379,114,Product_28,Groceries,AlphaSupplies,North,18,0
28,1,1,2024-08-31,431,133,Product_28,Groceries,AlphaSupplies,North,18,0
28,1,1,2024-09-30,140,110,Product_28,Groceries,AlphaSupplies,North,18,0
28,1,2,2024-02-29,362,103,Product_28,Groceries,AlphaSupplies,North,18,0
28,1,2,2024-04-30,304,90,Product_28,Groceries,AlphaSupplies,North,18,0
28,1,2,2024-06-30,58,88,Product_28,Groceries,AlphaSupplies,North,18,1
28,1,3,2024-03-31,452,57,Product_28,Groceries,AlphaSupplies,North,18,0
28,1,3,2024-05-31,430,136,Product_28,Groceries,AlphaSupplies,North,18,0
28,1,3,2024-10-31,423,133,Product_28,Groceries,AlphaSupplies,North,18,0
28,1,3,2024-12-31,242,64,Product_28,Groceries,AlphaSupplies,North,18,0
29,1,1,2024-05-31,50,122,Product_29,Home,AlphaSupplies,North,18,1
29,1,2,2024-01-31,212,111,Product_29,Home,AlphaSupplies,North,18,0
29,1,2,2024-02-29,126,144,Product_29,Home,AlphaSupplies,North,18,1
29,1,2,2024-03-31,278,73,Product_29,Home,AlphaSupplies,North,18,0
29,1,2,2024-06-30,98,94,Product_29,Home,AlphaSupplies,North,18,0
29,1,3,2024-04-30,55,114,Product_29,Home,AlphaSupplies,North,18,1
29,1,3,2024-09-30,125,60,Product_29,Home,AlphaSupplies,North,18,0
29,1,3,2024-12-31,439,125,Product_29,Home,AlphaSupplies,North,18,0
30,1,1,2024-01-31,30,53,Product_30,Home,AlphaSupplies,North,18,1
30,1,1,2024-12-31,273,122,Product_30,Home,AlphaSupplies,North,18,0
30,1,2,2024-04-30,68,86,Product_30,Home,AlphaSupplies,North,18,1
30,1,3,2024-05-31,337,135,Product_30,Home,AlphaSupplies,North,18,0
31,1,1,2024-04-30,11,119,Product_31,Clothing,AlphaSupplies,North,18,1
31,1,1,2024-07-31,227,124,Product_31,Clothing,AlphaSupplies,North,18,0
31,1,1,2024-09-30,202,113,Product_31,Clothing,AlphaSupplies,North,18,0
31,1,2,2024-02-29,162,97,Product_31,Clothing,AlphaSupplies,North,18,0
31,1,2,2024-03-31,327,94,Product_31,Clothing,AlphaSupplies,North,18,0
31,1,3,2024-01-31,183,79,Product_31,Clothing,AlphaSupplies,North,18,0
31,1,3,2024-05-31,64,85,Product_31,Clothing,AlphaSupplies,North,18,1
31,1,3,2024-08-31,187,122,Product_31,Clothing,AlphaSupplies,North,18,0
31,1,3,2024-10-31,190,72,Product_31,Clothing,AlphaSupplies,North,18,0
32,1,2,2024-01-31,294,114,Product_32,Home,AlphaSupplies,North,18,0
32,1,2,2024-04-30,52,68,Product_32,Home,AlphaSupplies,North,18,1
32,1,2,2024-05-31,280,135,Product_32,Home,AlphaSupplies,North,18,0
32,1,3,2024-02-29,360,125,Product_32,Home,AlphaSupplies,North,18,0
32,1,3,2024-03-31,78,106,Product_32,Home,AlphaSupplies,North,18,1
32,1,3,2024-05-31,95,135,Product_32,Home,AlphaSupplies,North,18,1
32,1,3,2024-09-30,155,60,Product_32,Home,AlphaSupplies,North,18,0
32,1,3,2024-10-31,64,68,Product_32,Home,AlphaSupplies,North,18,1
33,1,1,2024-03-31,178,86,Product_33,Home,AlphaSupplies,North,18,0
33,1,1,2024-11-30,430,74,Product_33,Home,AlphaSupplies,North,18,0
33,1,2,2024-03-31,303,77,Product_33,Home,AlphaSupplies,North,18,0
33,1,2,2024-06-30,235,120,Product_33,Home,AlphaSupplies,North,18,0
33,1,2,2024-09-30,15,58,Product_33,Home,AlphaSupplies,North,18,1
33,1,2,2024-10-31,165,124,Product_33,Home,AlphaSupplies,North,18,0
33,1,2,2024-12-31,236,83,Product_33,Home,AlphaSupplies,North,18,0
33,1,3,2024-04-30,27,103,Product_33,Home,AlphaSupplies,North,18,1
34,1,1,2024-01-31,408,52,Product_34,Electronics,AlphaSupplies,North,18,0
34,1,1,2024-05-31,187,139,Product_34,Electronics,AlphaSupplies,North,18,0
34,1,1,2024-06-30,339,77,Product_34,Electronics,AlphaSupplies,North,18,0
34,1,1,2024-09-30,169,108,Product_34,Electronics,AlphaSupplies,North,18,0
34,1,2,2024-05-31,263,146,Product_34,Electronics,AlphaSupplies,North,18,0
34,1,3,2024-05-31,440,75,Product_34,Electronics,AlphaSupplies,North,18,0
34,1,3,2024-09-30,458,114,Product_34,Electronics,AlphaSupplies,North,18,0
34,1,3,2024-11-30,56,96,Product_34,Electronics,AlphaSupplies,North,18,1
34,1,3,2024-12-31,173,75,Product_34,Electronics,AlphaSupplies,North,18,0
35,1,1,2024-02-29,307,124,Product_35,Clothing,AlphaSupplies,North,18,0
35,1,1,2024-11-30,234,82,Product_35,Clothing,AlphaSupplies,North,18,0
35,1,2,2024-02-29,491,119,Product_35,Clothing,AlphaSupplies,North,18,0
35,1,2,2024-05-31,89,111,Product_35,Clothing,AlphaSupplies,North,18,1
35,1,2,2024-11-30,124,147,Product_35,Clothing,AlphaSupplies,North,18,1
35,1,3,2024-04-30,494,143,Product_35,Clothing,AlphaSupplies,North,18,0
35,1,3,2024-05-31,426,88,Product_35,Clothing,AlphaSupplies,North,18,0
36,1,1,2024-01-31,277,76,Product_36,Toys,AlphaSupplies,North,18,0
36,1,1,2024-05-31,33,50,Product_36,Toys,AlphaSupplies,North,18,1
36,1,1,2024-06-30,92,120,Product_36,Toys,AlphaSupplies,North,18,1
36,1,2,2024-05-31,202,90,Product_36,Toys,AlphaSupplies,North,18,0
36,1,2,2024-06-30,388,114,Product_36,Toys,AlphaSupplies,North,18,0
36,1,3,2024-04-30,115,142,Product_36,Toys,AlphaSupplies,North,18,1
37,1,1,2024-05-31,317,90,Product_37,Clothing,AlphaSupplies,North,18,0
37,1,2,2024-05-31,309,70,Product_37,Clothing,AlphaSupplies,North,18,0
37,1,2,2024-08-31,161,58,Product_37,Clothing,AlphaSupplies,North,18,0
37,1,2,2024-11-30,47,101,Product_37,Clothing,AlphaSupplies,North,18,1
37,1,3,2024-01-31,101,114,Product_37,Clothing,AlphaSupplies,North,18,1
37,1,3,2024-02-29,50,85,Product_37,Clothing,AlphaSupplies,North,18,1
37,1,3,2024-06-30,166,106,Product_37,Clothing,AlphaSupplies,North,18,0
37,1,3,2024-09-30,307,52,Product_37,Clothing,AlphaSupplies,North,18,0
37,1,3,2024-12-31,182,113,Product_37,Clothing,AlphaSupplies,North,18,0
38,1,1,2024-07-31,412,132,Product_38,Toys,AlphaSupplies,North,18,0
38,1,2,2024-01-31,42,123,Product_38,Toys,AlphaSupplies,North,18,1
38,1,2,2024-11-30,139,66,Product_38,Toys,AlphaSupplies,North,18,0
39,1,1,2024-01-31,324,77,Product_39,Electronics,AlphaSupplies,North,18,0
39,1,1,2024-03-31,467,90,Product_39,Electronics,AlphaSupplies,North,18,0
39,1,2,2024-04-30,265,122,Product_39,Electronics,AlphaSupplies,North,18,0
39,1,2,2024-05-31,351,97,Product_39,Electronics,AlphaSupplies,North,18,0
39,1,3,2024-01-31,97,79,Product_39,Electronics,AlphaSupplies,North,18,0
39,1,3,2024-02-29,492,77,Product_39,Electronics,AlphaSupplies,North,18,0
39,1,3,2024-04-30,6,98,Product_39,Electronics,AlphaSupplies,North,18,1
39,1,3,2024-05-31,163,132,Product_39,Electronics,AlphaSupplies,North,18,0
39,1,3,2024-06-30,137,85,Product_39,Electronics,AlphaSupplies,North,18,0
39,1,3,2024-08-31,415,81,Product_39,Electronics,AlphaSupplies,North,18,0
39,1,3,2024-10-31,418,134,Product_39,Electronics,AlphaSupplies,North,18,0
40,1,1,2024-02-29,272,92,Product_40,Groceries,AlphaSupplies,North,18,0
40,1,1,2024-04-30,211,89,Product_40,Groceries,AlphaSupplies,North,18,0
40,1,1,2024-06-30,46,112,Product_40,Groceries,AlphaSupplies,North,18,1
40,1,1,2024-10-31,317,107,Product_40,Groceries,AlphaSupplies,North,18,0
40,1,2,2024-06-30,493,130,Product_40,Groceries,AlphaSupplies,North,18,0
40,1,2,2024-07-31,389,138,Product_40,Groceries,AlphaSupplies,North,18,0
40,1,2,2024-08-31,443,77,Product_40,Groceries,AlphaSupplies,North,18,0
40,1,2,2024-09-30,181,86,Product_40,Groceries,AlphaSupplies,North,18,0
40,1,3,2024-07-31,475,128,Product_40,Groceries,AlphaSupplies,North,18,0
41,1,1,2024-05-31,311,72,Product_41,Home,AlphaSupplies,North,18,0
41,1,1,2024-07-31,51,137,Product_41,Home,AlphaSupplies,North,18,1
41,1,1,2024-10-31,313,88,Product_41,Home,AlphaSupplies,North,18,0
41,1,2,2024-01-31,108,84,Product_41,Home,AlphaSupplies,North,18,0
41,1,2,2024-05-31,413,106,Product_41,Home,AlphaSupplies,North,18,0
41,1,2,2024-11-30,17,143,Product_41,Home,AlphaSupplies,North,18,1
41,1,3,2024-08-31,136,96,Product_41,Home,AlphaSupplies,North,18,0
41,1,3,2024-12-31,353,62,Product_41,Home,AlphaSupplies,North,18,0
42,1,1,2024-06-30,324,75,Product_42,Electronics,AlphaSupplies,North,18,0
42,1,1,2024-08-31,304,102,Product_42,Electronics,AlphaSupplies,North,18,0
42,1,1,2024-09-30,240,111,Product_42,Electronics,AlphaSupplies,North,18,0
